actor_name,actor_id,movie_id,relevance
Robert Oliveri,0647084,tt0099487,6
Conchata Ferrell,0004916,tt0099487,7
Caroline Aaron,0000715,tt0099487,8
Dick Anthony Williams,0930454,tt0099487,9
O-Lan Jones,0428952,tt0099487,10
Ellar Coltrane,1294664,tt1065073,1
Patricia Arquette,0000099,tt1065073,2
Elijah Smith,6567391,tt1065073,3
Lorelei Linklater,1085951,tt1065073,4
Steven Chester Prince,0697637,tt1065073,5
Bonnie Cross,6567392,tt1065073,6
Sydney Orta,6567393,tt1065073,7
Libby Villari,0898047,tt1065073,8
Ethan Hawke,0000160,tt1065073,9
Marco Perella,0673260,tt1065073,10
Tom Hanks,0000158,tt0120363,1
Tim Allen,0000741,tt0120363,2
Joan Cusack,0000349,tt0120363,3
Kelsey Grammer,0001288,tt0120363,4
Don Rickles,0725543,tt0120363,5
Jim Varney,0001815,tt0120363,6
Wallace Shawn,0001728,tt0120363,7
John Ratzenberger,0001652,tt0120363,8
Annie Potts,0001633,tt0120363,9
Wayne Knight,0001431,tt0120363,10
Rob Reiner,0001661,tt0088258,1
Kimberly Stringer,0834571,tt0088258,2
Chazz Dominguez,0231551,tt0088258,3
Shari Hall,0356098,tt0088258,4
R.J. Parnell,0663198,tt0088258,5
David Kaff,6662796,tt0088258,6
Tony Hendra,0376676,tt0088258,7
Michael McKean,0571106,tt0088258,8
Christopher Guest,0001302,tt0088258,9
Harry Shearer,0733427,tt0088258,10
Roman Griffin Davis,9877392,tt2584384,1
Thomasin McKenzie,5057169,tt2584384,2
Scarlett Johansson,0424060,tt2584384,3
Taika Waititi,0169806,tt2584384,4
Sam Rockwell,0005377,tt2584384,5
Rebel Wilson,2313103,tt2584384,6
Alfie Allen,0654295,tt2584384,7
Stephen Merchant,0580351,tt2584384,8
Archie Yates,9987228,tt2584384,9
Luke Brandon Field,2554070,tt2584384,10
Adam Driver,3485845,tt7653254,1
Scarlett Johansson,0424060,tt7653254,2
Julia Greer,5005121,tt7653254,3
Azhy Robertson,7309485,tt7653254,4
Wallace Shawn,0001728,tt7653254,5
Matthew Maher,0536866,tt7653254,6
Eric Berryman,2650183,tt7653254,7
Mickey Sumner,2316017,tt7653254,8
David Turner,3818969,tt7653254,9
Gideon Glick,1921376,tt7653254,10
Bryan Cranston,0186505,tt5104604,1
Koyu Rankin,8659025,tt5104604,2
Edward Norton,0001570,tt5104604,3
Bob Balaban,0000837,tt5104604,4
Jeff Goldblum,0000156,tt5104604,5
Bill Murray,0000195,tt5104604,6
Kunichi Nomura,1440081,tt5104604,7
Akira Takayama,0847425,tt5104604,8
Greta Gerwig,1950086,tt5104604,9
Frances McDormand,0000531,tt5104604,10
Minami Takayama,0847439,tt0097814,1
Rei Sakuma,0757290,tt0097814,2
Kappei Yamaguchi,0945322,tt0097814,3
Keiko Toda,0865078,tt0097814,4
Mieko Nobusawa,0633732,tt0097814,5
Kôichi Miura,0594236,tt0097814,6
Haruko Katô,0441353,tt0097814,7
Hiroko Seki,0782825,tt0097814,8
Yuriko Fuchizaki,0297167,tt0097814,9
Kôichi Yamadera,0945290,tt0097814,10
Tom Cruise,0000129,tt1631867,1
Emily Blunt,1289434,tt1631867,2
Brendan Gleeson,0322407,tt1631867,3
Bill Paxton,0000200,tt1631867,4
Jonas Armstrong,1765073,tt1631867,5
Tony Way,0915453,tt1631867,6
Kick Gurry,0348748,tt1631867,7
Franz Drameh,2621030,tt1631867,8
Dragomir Mrsic,2800616,tt1631867,9
Charlotte Riley,2731660,tt1631867,10
Sean Penn,0000576,tt0327056,1
Tim Robbins,0000209,tt0327056,2
Kevin Bacon,0000102,tt0327056,3
Laurence Fishburne,0000401,tt0327056,4
Marcia Gay Harden,0001315,tt0327056,5
Laura Linney,0001473,tt0327056,6
Kevin Chapman,0152430,tt0327056,7
Tom Guiry,0347509,tt0327056,8
Emmy Rossum,0002536,tt0327056,9
Spencer Treat Clark,0004829,tt0327056,10
Jean Dujardin,0241121,tt1655442,1
Bérénice Bejo,0067367,tt1655442,2
John Goodman,0000422,tt1655442,3
James Cromwell,0000342,tt1655442,4
Penelope Ann Miller,0000542,tt1655442,5
Missi Pyle,0701512,tt1655442,6
Beth Grant,0335275,tt1655442,7
Ed Lauter,0491590,tt1655442,8
Joel Murray,0615063,tt1655442,9
Elizabeth Tulloch,1128780,tt1655442,10
Tom Erhart,0258931,tt0080455,1
Gerald Walling,0909212,tt0080455,2
John Belushi,0000004,tt0080455,3
Walter Levine,0505979,tt0080455,4
Frank Oz,0000568,tt0080455,5
Dan Aykroyd,0000101,tt0080455,6
Kathleen Freeman,0293466,tt0080455,7
Cab Calloway,0130572,tt0080455,8
Donald Dunn,0242551,tt0080455,9
Alonzo Atkins,0040551,tt0080455,10
Woody Allen,0000095,tt0079522,1
Diane Keaton,0000473,tt0079522,2
Michael Murphy,0614526,tt0079522,3
Mariel Hemingway,0000446,tt0079522,4
Meryl Streep,0000658,tt0079522,5
Anne Byrne Hoffman,0126117,tt0079522,6
Karen Ludwig,0525023,tt0079522,7
Michael O'Donoghue,0640874,tt0079522,8
Victor Truro,0874397,tt0079522,9
Tisa Farrow,0268533,tt0079522,10
Suraj Sharma,4139037,tt0454876,1
Irrfan Khan,0451234,tt0454876,2
Ayush Tandon,4853568,tt0454876,3
Gautam Belur,5306953,tt0454876,4
Adil Hussain,1300009,tt0454876,5
Tabu,0007102,tt0454876,6
Ayaan Khan,5290022,tt0454876,7
Mohd. Abbas Khaleeli,5370515,tt0454876,8
Vibish Sivakumar,5177448,tt0454876,9
Rafe Spall,1245863,tt0454876,10
Rami Malek,1785339,tt1727824,1
Lucy Boynton,2377903,tt1727824,2
Gwilym Lee,3152605,tt1727824,3
Ben Hardy,5228887,tt1727824,4
Joseph Mazzello,0001515,tt1727824,5
Aidan Gillen,0318821,tt1727824,6
Allen Leech,1395602,tt1727824,7
Tom Hollander,0390903,tt1727824,8
Mike Myers,0000196,tt1727824,9
Aaron McCusker,1464879,tt1727824,10
Daniel Radcliffe,0705356,tt0304141,1
Richard Griffiths,0341743,tt0304141,2
Pam Ferris,0274913,tt0304141,3
Fiona Shaw,0789716,tt0304141,4
Harry Melling,0577982,tt0304141,5
Adrian Rawlins,0712628,tt0304141,6
Geraldine Somerville,0813893,tt0304141,7
Lee Ingleby,0408846,tt0304141,8
Lenny Henry,0377901,tt0304141,9
Jimmy Gardner,0306977,tt0304141,10
Amy Adams,0010736,tt2543164,1
Jeremy Renner,0719637,tt2543164,2
Forest Whitaker,0001845,tt2543164,3
Michael Stuhlbarg,0836121,tt2543164,4
Mark O'Brien,1975628,tt2543164,5
Tzi Ma,0002245,tt2543164,6
Abigail Pniowsky,6786013,tt2543164,7
Julia Scarlett Dan,7160974,tt2543164,8
Jadyn Malone,7852444,tt2543164,9
Frank Schorpion,0774891,tt2543164,10
Robert Downey Jr.,0000375,tt0371746,1
Terrence Howard,0005024,tt0371746,2
Jeff Bridges,0000313,tt0371746,3
Gwyneth Paltrow,0000569,tt0371746,4
Leslie Bibb,0004753,tt0371746,5
Shaun Toub,0869467,tt0371746,6
Faran Tahir,0846687,tt0371746,7
Clark Gregg,0163988,tt0371746,8
Bill Smitrovich,0810488,tt0371746,9
Sayed Badreya,0046223,tt0371746,10
Chris Pine,1517976,tt0796366,1
Zachary Quinto,0704270,tt0796366,2
Leonard Nimoy,0000559,tt0796366,3
Eric Bana,0051509,tt0796366,4
Bruce Greenwood,0339304,tt0796366,5
Karl Urban,0881631,tt0796366,6
Zoe Saldana,0757855,tt0796366,7
Simon Pegg,0670408,tt0796366,8
John Cho,0158626,tt0796366,9
Anton Yelchin,0947338,tt0796366,10
Hugh Jackman,0413168,tt1877832,1
James McAvoy,0564215,tt1877832,2
Michael Fassbender,1055413,tt1877832,3
Jennifer Lawrence,2225369,tt1877832,4
Halle Berry,0000932,tt1877832,5
Nicholas Hoult,0396558,tt1877832,6
Anna Paquin,0001593,tt1877832,7
Elliot Page,0680983,tt1877832,8
Peter Dinklage,0227759,tt1877832,9
Shawn Ashmore,0039162,tt1877832,10
Joaquin Phoenix,0001618,tt0358273,1
Reese Witherspoon,0000702,tt0358273,2
Ginnifer Goodwin,0329481,tt0358273,3
Robert Patrick,0001598,tt0358273,4
Dallas Roberts,1316767,tt0358273,5
Dan John Miller,1677751,tt0358273,6
Larry Bagby,0046541,tt0358273,7
Shelby Lynne,0528867,tt0358273,8
Tyler Hilton,1675091,tt0358273,9
Waylon Payne,1679203,tt0358273,10
Ryan Gosling,0331516,tt1596363,1
Rudy Eisenzopf,5647921,tt1596363,2
Casey Groves,2517511,tt1596363,3
Charlie Talbert,0847857,tt1596363,4
Harold Gervais,4000521,tt1596363,5
Maria Frangos,8770973,tt1596363,6
Christian Bale,0000288,tt1596363,7
Hunter Burke,3363398,tt1596363,8
Bernard Hocke,0387900,tt1596363,9
Shauna Rappold,2754773,tt1596363,10
Bill Murray,0000195,tt0087332,1
Dan Aykroyd,0000101,tt0087332,2
Sigourney Weaver,0000244,tt0087332,3
Harold Ramis,0000601,tt0087332,4
Rick Moranis,0001548,tt0087332,5
Annie Potts,0001633,tt0087332,6
William Atherton,0040472,tt0087332,7
Ernie Hudson,0001368,tt0087332,8
David Margulies,0546868,tt0087332,9
Steven Tash,0850865,tt0087332,10
Ian McKellen,0005212,tt1170358,1
Martin Freeman,0293509,tt1170358,2
Richard Armitage,0035514,tt1170358,3
Ken Stott,0832792,tt1170358,4
Graham McTavish,0574615,tt1170358,5
William Kircher,0456270,tt1170358,6
James Nesbitt,0626362,tt1170358,7
Stephen Hunter,1053536,tt1170358,8
Dean O'Gorman,0641063,tt1170358,9
Aidan Turner,2636108,tt1170358,10
Tom Hanks,0000158,tt1535109,1
Catherine Keener,0001416,tt1535109,2
Barkhad Abdi,5831542,tt1535109,3
Barkhad Abdirahman,5831543,tt1535109,4
Faysal Ahmed,5314015,tt1535109,5
Mahat M. Ali,5831544,tt1535109,6
Michael Chernus,1985974,tt1535109,7
David Warshofsky,0913175,tt1535109,8
Corey Johnson,0424819,tt1535109,9
Chris Mulkey,0611889,tt1535109,10
Matthew Broderick,0000111,tt0091042,1
Alan Ruck,0001688,tt0091042,2
Mia Sara,0000214,tt0091042,3
Jeffrey Jones,0000470,tt0091042,4
Jennifer Grey,0000426,tt0091042,5
Cindy Pickett,0681882,tt0091042,6
Lyman Ward,0911700,tt0091042,7
Edie McClurg,0566052,tt0091042,8
Charlie Sheen,0000221,tt0091042,9
Ben Stein,0825401,tt0091042,10
Emilio Estevez,0000389,tt0088847,1
Paul Gleason,0322339,tt0088847,2
Anthony Michael Hall,0001309,tt0088847,3
John Kapelos,0438127,tt0088847,4
Judd Nelson,0000555,tt0088847,5
Molly Ringwald,0000208,tt0088847,6
Ally Sheedy,0000639,tt0088847,7
Perry Crawford,0186929,tt0088847,8
Mary Christian,0160053,tt0088847,9
Ron Dean,0212939,tt0088847,10
Robert De Niro,0000134,tt1302006,1
Al Pacino,0000199,tt1302006,2
Joe Pesci,0000582,tt1302006,3
Harvey Keitel,0000172,tt1302006,4
Ray Romano,0005380,tt1302006,5
Bobby Cannavale,0134072,tt1302006,6
Anna Paquin,0001593,tt1302006,7
Stephen Graham,0334318,tt1302006,8
Stephanie Kurtzuba,1368866,tt1302006,9
Jack Huston,1658935,tt1302006,10
Sean Astin,0000276,tt0089218,1
Josh Brolin,0000982,tt0089218,2
Jeff Cohen,0169480,tt0089218,3
Corey Feldman,0000397,tt0089218,4
Kerri Green,0338061,tt0089218,5
Martha Plimpton,0000588,tt0089218,6
Ke Huy Quan,0702841,tt0089218,7
John Matuszak,0560596,tt0089218,8
Robert Davi,0001108,tt0089218,9
Joe Pantoliano,0001592,tt0089218,10
Daniel Craig,0185819,tt1074638,1
Judi Dench,0001132,tt1074638,2
Javier Bardem,0000849,tt1074638,3
Ralph Fiennes,0000146,tt1074638,4
Naomie Harris,0365140,tt1074638,5
Bérénice Marlohe,2966102,tt1074638,6
Albert Finney,0001215,tt1074638,7
Ben Whishaw,0924210,tt1074638,8
Rory Kinnear,1239499,tt1074638,9
Ola Rapace,0635262,tt1074638,10
Bruce Willis,0000246,tt1748122,1
Edward Norton,0001570,tt1748122,2
Bill Murray,0000195,tt1748122,3
Frances McDormand,0000531,tt1748122,4
Tilda Swinton,0842770,tt1748122,5
Jared Gilman,4442068,tt1748122,6
Kara Hayward,4442319,tt1748122,7
Jason Schwartzman,0005403,tt1748122,8
Bob Balaban,0000837,tt1748122,9
Lucas Hedges,2348627,tt1748122,10
O'Shea Jackson Jr.,6578009,tt1398426,1
Corey Hawkins,3659660,tt1398426,2
Jason Mitchell,4207146,tt1398426,3
Neil Brown Jr.,0112932,tt1398426,4
Aldis Hodge,0388038,tt1398426,5
Marlon Yates Jr.,5418987,tt1398426,6
R. Marcos Taylor,3976974,tt1398426,7
Carra Patterson,3842417,tt1398426,8
Alexandra Shipp,3381295,tt1398426,9
Paul Giamatti,0316079,tt1398426,10
Dee Wallace,0908914,tt0083866,1
Henry Thomas,0001794,tt0083866,2
Peter Coyote,0001075,tt0083866,3
Robert MacNaughton,0534085,tt0083866,4
Drew Barrymore,0000106,tt0083866,5
K.C. Martel,0551502,tt0083866,6
Sean Frye,0296892,tt0083866,7
C. Thomas Howell,0001367,tt0083866,8
Erika Eleniak,0000143,tt0083866,9
David M. O'Dell,1056761,tt0083866,10
Domhnall Gleeson,1727304,tt2194499,1
Rachel McAdams,1046097,tt2194499,2
Bill Nighy,0631490,tt2194499,3
Lydia Wilson,3575723,tt2194499,4
Lindsay Duncan,0242026,tt2194499,5
Richard Cordery,0179549,tt2194499,6
Joshua McGuire,3992182,tt2194499,7
Tom Hollander,0390903,tt2194499,8
Margot Robbie,3053338,tt2194499,9
Will Merrick,4465864,tt2194499,10
Sam Rockwell,0005377,tt1182345,1
Kevin Spacey,0000228,tt1182345,2
Dominique McElligott,1069800,tt1182345,3
Rosie Shaw,3675884,tt1182345,4
Adrienne Shaw,3668631,tt1182345,5
Kaya Scodelario,2546012,tt1182345,6
Benedict Wong,0938950,tt1182345,7
Matt Berry,1546196,tt1182345,8
Malcolm Stewart,0829121,tt1182345,9
Robin Chalk,2933135,tt1182345,10
Scott Adsit,0012523,tt2245084,1
Ryan Potter,3994407,tt2245084,2
Daniel Henney,2024644,tt2245084,3
T.J. Miller,2554352,tt2245084,4
Jamie Chung,1512166,tt2245084,5
Damon Wayans Jr.,0915458,tt2245084,6
Genesis Rodriguez,1270009,tt2245084,7
James Cromwell,0000342,tt2245084,8
Alan Tudyk,0876138,tt2245084,9
Maya Rudolph,0748973,tt2245084,10
Abigail Breslin,1113550,tt0449059,1
Greg Kinnear,0001427,tt0449059,2
Paul Dano,0200452,tt0449059,3
Alan Arkin,0000273,tt0449059,4
Toni Collette,0001057,tt0449059,5
Steve Carell,0136797,tt0449059,6
Marc Turtletaub,1196755,tt0449059,7
Jill Talley,0848154,tt0449059,8
Brenda Canela,1312332,tt0449059,9
Julio Oscar Mechoso,0575339,tt0449059,10
James Caan,0001001,tt0100157,1
Kathy Bates,0000870,tt0100157,2
Richard Farnsworth,0002070,tt0100157,3
Frances Sternhagen,0827973,tt0100157,4
Lauren Bacall,0000002,tt0100157,5
Graham Jarvis,0419054,tt0100157,6
Jerry Potter,4006007,tt0100157,7
Thomas Brunelle,0116125,tt0100157,8
June Christopher,0160590,tt0100157,9
Julie Payne,0668372,tt0100157,10
Dustin Hoffman,0000163,tt0079417,1
Meryl Streep,0000658,tt0079417,2
Jane Alexander,0000737,tt0079417,3
Justin Henry,0377888,tt0079417,4
Howard Duff,0003318,tt0079417,5
George Coe,0168642,tt0079417,6
JoBeth Williams,0001851,tt0079417,7
Bill Moor,0600810,tt0079417,8
Howland Chamberlain,0150166,tt0079417,9
Jack Ramage,0707926,tt0079417,10
Jay Baruchel,0059431,tt1646971,1
Cate Blanchett,0000949,tt1646971,2
Gerard Butler,0124930,tt1646971,3
Craig Ferguson,0272401,tt1646971,4
America Ferrera,1065229,tt1646971,5
Jonah Hill,1706767,tt1646971,6
Christopher Mintz-Plasse,2395586,tt1646971,7
T.J. Miller,2554352,tt1646971,8
Kristen Wiig,1325419,tt1646971,9
Djimon Hounsou,0005023,tt1646971,10
Johnny Depp,0000136,tt0109707,1
Martin Landau,0001445,tt0109707,2
Sarah Jessica Parker,0000572,tt0109707,3
Patricia Arquette,0000099,tt0109707,4
Jeffrey Jones,0000470,tt0109707,5
G.D. Spradlin,0819525,tt0109707,6
Vincent D'Onofrio,0000352,tt0109707,7
Bill Murray,0000195,tt0109707,8
Mike Starr,0823563,tt0109707,9
Max Casella,0143295,tt0109707,10
Casey Affleck,0000729,tt4034228,1
Ivy O'Brien,7164242,tt4034228,2
Kyle Chandler,0151419,tt4034228,3
Richard Donelly,0232426,tt4034228,4
Virginia Loring Cooke,8587165,tt4034228,5
Quincy Tyler Bernstine,1736370,tt4034228,6
Missy Yager,0944886,tt4034228,7
Stephen McKinley Henderson,0376610,tt4034228,8
Ben Hanson,4021830,tt4034228,9
Mary Mallen,7243672,tt4034228,10
Michael J. Fox,0000150,tt0096874,1
Christopher Lloyd,0000502,tt0096874,2
Lea Thompson,0000670,tt0096874,3
Thomas F. Wilson,0001855,tt0096874,4
Elisabeth Shue,0000223,tt0096874,5
James Tolkan,0866055,tt0096874,6
Jeffrey Weissman,0919297,tt0096874,7
Casey Siemaszko,0797150,tt0096874,8
Billy Zane,0000708,tt0096874,9
J.J. Cohen,0169454,tt0096874,10
Gene Wilder,0000698,tt0067992,1
Jack Albertson,0016776,tt0067992,2
Peter Ostrum,0652578,tt0067992,3
Roy Kinnear,0455702,tt0067992,4
Julie Dawn Cole,0170628,tt0067992,5
Leonard Stone,0832007,tt0067992,6
Denise Nickerson,0630019,tt0067992,7
Nora Denney,0219372,tt0067992,8
Paris Themmen,0002398,tt0067992,9
Ursula Reit,0718557,tt0067992,10
Robert De Niro,0000134,tt0099077,1
Robin Williams,0000245,tt0099077,2
Julie Kavner,0001413,tt0099077,3
Ruth Nelson,0625724,tt0099077,4
John Heard,0001334,tt0099077,5
Penelope Ann Miller,0000542,tt0099077,6
Alice Drummond,0238541,tt0099077,7
Judith Malina,0539652,tt0099077,8
Barton Heyman,0382263,tt0099077,9
George Martin,0552327,tt0099077,10
Art Parkinson,3280686,tt4302938,1
Charlize Theron,0000234,tt4302938,2
Brenda Vaccaro,0882853,tt4302938,3
Cary-Hiroyuki Tagawa,0846480,tt4302938,4
Meyrick Murphy,5678478,tt4302938,5
George Takei,0001786,tt4302938,6
Rooney Mara,1913734,tt4302938,7
Ralph Fiennes,0000146,tt4302938,8
Matthew McConaughey,0000190,tt4302938,9
Minae Noji,0634176,tt4302938,10
Denzel Washington,0000243,tt0765429,1
Russell Crowe,0000128,tt0765429,2
Chiwetel Ejiofor,0252230,tt0765429,3
Josh Brolin,0000982,tt0765429,4
Lymari Nadal,1317082,tt0765429,5
Ted Levine,0505971,tt0765429,6
Roger Guenveur Smith,0809793,tt0765429,7
John Hawkes,0370035,tt0765429,8
RZA,0753526,tt0765429,9
Yul Vazquez,0891485,tt0765429,10
Matthew Broderick,0000111,tt0097441,1
Denzel Washington,0000243,tt0097441,2
Cary Elwes,0000144,tt0097441,3
Morgan Freeman,0000151,tt0097441,4
Jihmi Kennedy,0448097,tt0097441,5
Andre Braugher,0105672,tt0097441,6
John Finn,0278125,tt0097441,7
Donovan Leitch Jr.,6230258,tt0097441,8
JD Cullum,0191631,tt0097441,9
Alan North,0635978,tt0097441,10
Ryan Gosling,0331516,tt0780504,1
Carey Mulligan,1659547,tt0780504,2
Bryan Cranston,0186505,tt0780504,3
Albert Brooks,0000983,tt0780504,4
Oscar Isaac,1209966,tt0780504,5
Christina Hendricks,0376716,tt0780504,6
Ron Perlman,0000579,tt0780504,7
Kaden Leos,4541945,tt0780504,8
Jeff Wolfe,0004178,tt0780504,9
James Biberi,0080866,tt0780504,10
Jake Gyllenhaal,0350453,tt2872718,1
Michael Papajohn,0660244,tt2872718,2
Marco Rodríguez,0735424,tt2872718,3
Bill Paxton,0000200,tt2872718,4
James Huang,1186883,tt2872718,5
Kent Shocknek,0794688,tt2872718,6
Pat Harvey,0367668,tt2872718,7
Sharon Tay,0851845,tt2872718,8
Rick Garcia,0305404,tt2872718,9
Leah Fredkin,3251379,tt2872718,10
Saoirse Ronan,1519680,tt3281548,1
Emma Watson,0914612,tt3281548,2
Florence Pugh,6073955,tt3281548,3
Eliza Scanlen,7340546,tt3281548,4
Laura Dern,0000368,tt3281548,5
Timothée Chalamet,3154303,tt3281548,6
Tracy Letts,0504832,tt3281548,7
Bob Odenkirk,0644022,tt3281548,8
James Norton,3584268,tt3281548,9
Louis Garrel,0308039,tt3281548,10
Sam Worthington,0941777,tt0499549,1
Zoe Saldana,0757855,tt0499549,2
Sigourney Weaver,0000244,tt0499549,3
Stephen Lang,0002332,tt0499549,4
Michelle Rodriguez,0735442,tt0499549,5
Giovanni Ribisi,0000610,tt0499549,6
Joel David Moore,0601376,tt0499549,7
CCH Pounder,0001634,tt0499549,8
Wes Studi,0836071,tt0499549,9
Laz Alonso,0022306,tt0499549,10
Ian McKellen,0005212,tt0903624,1
Martin Freeman,0293509,tt0903624,2
Richard Armitage,0035514,tt0903624,3
Ken Stott,0832792,tt0903624,4
Graham McTavish,0574615,tt0903624,5
William Kircher,0456270,tt0903624,6
James Nesbitt,0626362,tt0903624,7
Stephen Hunter,1053536,tt0903624,8
Dean O'Gorman,0641063,tt0903624,9
Aidan Turner,2636108,tt0903624,10
Fionn Whitehead,7887725,tt5013056,1
Damien Bonnard,4044784,tt5013056,2
Aneurin Barnard,2902567,tt5013056,3
Lee Armstrong,5218471,tt5013056,4
James Bloor,5914751,tt5013056,5
Barry Keoghan,4422686,tt5013056,6
Mark Rylance,0753314,tt5013056,7
Tom Glynn-Carney,6077951,tt5013056,8
Tom Hardy,0362766,tt5013056,9
Jack Lowden,4110963,tt5013056,10
Chris Evans,0262635,tt3498820,1
Robert Downey Jr.,0000375,tt3498820,2
Scarlett Johansson,0424060,tt3498820,3
Sebastian Stan,1659221,tt3498820,4
Anthony Mackie,1107001,tt3498820,5
Don Cheadle,0000332,tt3498820,6
Jeremy Renner,0719637,tt3498820,7
Chadwick Boseman,1569276,tt3498820,8
Paul Bettany,0079273,tt3498820,9
Elizabeth Olsen,0647634,tt3498820,10
Ethan Hawke,0000160,tt0119177,1
Uma Thurman,0000235,tt0119177,2
Gore Vidal,0000683,tt0119177,3
Xander Berkeley,0075359,tt0119177,4
Jayne Brook,0111632,tt0119177,5
Elias Koteas,0000480,tt0119177,6
Maya Rudolph,0748973,tt0119177,7
Una Damon,0198949,tt0119177,8
Elizabeth Dennehy,0219324,tt0119177,9
Blair Underwood,0005516,tt0119177,10
Felicity Jones,0428065,tt3748528,1
Diego Luna,0526019,tt3748528,2
Alan Tudyk,0876138,tt3748528,3
Donnie Yen,0947447,tt3748528,4
Wen Jiang,0422638,tt3748528,5
Ben Mendelsohn,0578853,tt3748528,6
Guy Henry,0377844,tt3748528,7
Forest Whitaker,0001845,tt3748528,8
Riz Ahmed,1981893,tt3748528,9
Mads Mikkelsen,0586568,tt3748528,10
Chris Evans,0262635,tt1843866,1
Samuel L. Jackson,0000168,tt1843866,2
Scarlett Johansson,0424060,tt1843866,3
Robert Redford,0000602,tt1843866,4
Sebastian Stan,1659221,tt1843866,5
Anthony Mackie,1107001,tt1843866,6
Cobie Smulders,1130627,tt1843866,7
Frank Grillo,0342029,tt1843866,8
Maximiliano Hernández,0380073,tt1843866,9
Emily VanCamp,0885840,tt1843866,10
Sylvester Stallone,0000230,tt0083944,1
Richard Crenna,0001077,tt0083944,2
Brian Dennehy,0001133,tt0083944,3
Bill McKinney,0571853,tt0083944,4
Jack Starrett,0823630,tt0083944,5
Michael Talbott,0847999,tt0083944,6
Chris Mulkey,0611889,tt0083944,7
John McLiam,0572897,tt0083944,8
Alf Humphreys,0401969,tt0083944,9
David Caruso,0000325,tt0083944,10
Ryan Reynolds,0005351,tt5463162,1
Josh Brolin,0000982,tt5463162,2
Morena Baccarin,1072555,tt5463162,3
Julian Dennison,5421877,tt5463162,4
Zazie Beetz,5939164,tt5463162,5
T.J. Miller,2554352,tt5463162,6
Leslie Uggams,0880081,tt5463162,7
Karan Soni,4175221,tt5463162,8
Brianna Hildebrand,6552202,tt5463162,9
Jack Kesy,4477836,tt5463162,10
Daniel Brühl,0117709,tt0301357,1
Katrin Saß,0765911,tt0301357,2
Chulpan Khamatova,0451122,tt0301357,3
Maria Simon,0800314,tt0301357,4
Florian Lukas,0525518,tt0301357,5
Alexander Beyer,0079890,tt0301357,6
Burghart Klaußner,0458460,tt0301357,7
Michael Gwisdek,0350350,tt0301357,8
Christine Schorn,0774883,tt0301357,9
Jürgen Holtz,0392460,tt0301357,10
John C. Reilly,0000604,tt1772341,1
Sarah Silverman,0798971,tt1772341,2
Jack McBrayer,1442113,tt1772341,3
Jane Lynch,0528331,tt1772341,4
Alan Tudyk,0876138,tt1772341,5
Mindy Kaling,1411676,tt1772341,6
Joe Lo Truglio,0516266,tt1772341,7
Ed O'Neill,0642145,tt1772341,8
Dennis Haysbert,0371660,tt1772341,9
Edie McClurg,0566052,tt1772341,10
Bob Hoskins,0001364,tt0096438,1
Christopher Lloyd,0000502,tt0096438,2
Joanna Cassidy,0001026,tt0096438,3
Charles Fleischer,0281486,tt0096438,4
Stubby Kaye,0443401,tt0096438,5
Alan Tilvern,0863519,tt0096438,6
Richard LeParmentier,0503236,tt0096438,7
Lou Hirsch,0386516,tt0096438,8
Betsy Brantley,0105280,tt0096438,9
Joel Silver,0005428,tt0096438,10
Dakota Fanning,0266824,tt0327597,1
Teri Hatcher,0000159,tt0327597,2
Jennifer Saunders,0766837,tt0327597,3
Dawn French,0294067,tt0327597,4
Keith David,0202966,tt0327597,5
John Hodgman,1894655,tt0327597,6
Robert Bailey Jr.,0047121,tt0327597,7
Ian McShane,0574534,tt0327597,8
Aankha Neal,3274463,tt0327597,9
George Selick,3275474,tt0327597,10
Angelina Jolie,0001401,tt0824747,1
Gattlin Griffith,1072959,tt0824747,2
Michelle Gunn,1162421,tt0824747,3
Jan Devereaux,0222341,tt0824747,4
Erica Grant,0335389,tt0824747,5
Antonia Bennett,2584219,tt0824747,6
Kerri Randles,0709839,tt0824747,7
Frank Wood,0939703,tt0824747,8
Morgan Eastwood,1765859,tt0824747,9
Madison Hodges,3154712,tt0824747,10
Daniel Day-Lewis,0000358,tt0104691,1
Madeleine Stowe,0000656,tt0104691,2
Russell Means,0575184,tt0104691,3
Eric Schweig,0777760,tt0104691,4
Jodhi May,0562003,tt0104691,5
Steven Waddington,0905357,tt0104691,6
Wes Studi,0836071,tt0104691,7
Maurice Roëves,0747687,tt0104691,8
Patrice Chéreau,0161717,tt0104691,9
Edward Blatchford,0087801,tt0104691,10
James McAvoy,0564215,tt1270798,1
Laurence Belcher,2875966,tt1270798,2
Michael Fassbender,1055413,tt1270798,3
Bill Milner,2389463,tt1270798,4
Kevin Bacon,0000102,tt1270798,5
Rose Byrne,0126284,tt1270798,6
Jennifer Lawrence,2225369,tt1270798,7
Beth Goddard,0323764,tt1270798,8
Morgan Lily,2079681,tt1270798,9
Oliver Platt,0001624,tt1270798,10
Clint Eastwood,0000142,tt0066999,1
Harry Guardino,0345340,tt0066999,2
Reni Santoni,0763858,tt0066999,3
John Vernon,0006893,tt0066999,4
Andrew Robinson,0732367,tt0066999,5
John Larch,0488024,tt0066999,6
John Mitchum,0593850,tt0066999,7
Mae Mercer,0580284,tt0066999,8
Lyn Edgington,0249313,tt0066999,9
Ruth Kobart,0461974,tt0066999,10
Daniel Kaluuya,2257207,tt5052448,1
Allison Williams,4129745,tt5052448,2
